2.391933518857620733e+00,2.387979942837771929e+00
9.339412341293055198e-01,8.746483543569237851e-01
6.108423984184051525e-01,5.398202508693270563e-01
5.855696049456398100e-01,4.953833981432018141e-01
5.417928971326388954e-01,4.590337642419181630e-01
6.212418586158523492e-01,4.788909961601571785e-01
5.220773049627249751e-01,3.972746938562376484e-01
4.379125824227881325e-01,3.251153150228389688e-01
4.064396628128073008e-01,2.862950793967058982e-01
4.497526887649545002e-01,3.009925547562118386e-01
4.317956566572569987e-01,2.835805510106859662e-01
3.969236500918293942e-01,2.449715631489879919e-01
4.025698771206334681e-01,2.145976994029046570e-01
4.254855683055548399e-01,2.470322416183514669e-01
4.355849244247991248e-01,2.302303855058098481e-01
4.128659856014739171e-01,2.165764134630184801e-01
4.135906929834582413e-01,2.074097836826498675e-01
4.148096555528549279e-01,1.943832446741244058e-01
3.768127351856460083e-01,1.603220259466821285e-01
3.765067159653471829e-01,1.600591407428633706e-01
3.905397543844323360e-01,1.642111016591693562e-01
3.960122117362083194e-01,1.313531032905453921e-01
3.878867099650751826e-01,1.225682491945798702e-01
4.317332169356437599e-01,1.458759244373799835e-01
4.229443652894550043e-01,1.365776800984563888e-01
4.000628898485590335e-01,1.202111721675812595e-01
3.820949523641278822e-01,1.061393891994560357e-01
4.218344235191711089e-01,1.228377910372607379e-01
3.853027739297277265e-01,8.987664837301455323e-02
3.648365665429506577e-01,7.258757165610960072e-02
3.734776634877672863e-01,7.367902980714115257e-02
3.939486253923311088e-01,5.791180280864588470e-02
3.788377900485889738e-01,5.816371405515071563e-02
3.856358311998958621e-01,6.467517492203442298e-02
3.755421300237171134e-01,5.704951624015536238e-02
3.992420851220243039e-01,6.626923086513675232e-02
3.777093289497370776e-01,6.831777828635957062e-02
4.426939147896469806e-01,8.542555922008666924e-02
4.016124252646495196e-01,6.000850721846086311e-02
3.836309669759517260e-01,5.381388709490732974e-02
3.980833887875365740e-01,5.310716812121107216e-02
4.016817125459067883e-01,4.098585626912305824e-02
3.943244995900426764e-01,5.206113739864198092e-02
4.508370659983577111e-01,5.172405623884820947e-02
4.350002246281018947e-01,4.374495087144449762e-02
4.441037113947894910e-01,4.525723067415865497e-02
4.581831098316957451e-01,4.196222505038568057e-02
3.774974726307125383e-01,3.013043881765107429e-02
4.559028342473335771e-01,4.228921174152843604e-02
4.358133998827431466e-01,3.999902247135066202e-02
4.000912683721358221e-01,4.235346308007831295e-02
